date,state,deathIncrease_cor
2020-06-17,Atlanta,14.86
2020-06-18,Atlanta,14.49
2020-06-19,Atlanta,11.51
2020-06-20,Atlanta,8.17
2020-06-21,Atlanta,5.57
2020-06-22,Atlanta,7.06
2020-06-23,Atlanta,5.57
2020-06-24,Atlanta,5.2
2020-06-25,Atlanta,5.2
2020-06-26,Atlanta,5.57
2020-06-27,Atlanta,6.31
2020-06-28,Atlanta,7.06
2020-06-29,Atlanta,3.71
2020-06-30,Atlanta,1.86
2020-07-01,Atlanta,1.86
2020-07-02,Atlanta,1.86
2020-07-03,Atlanta,2.23
2020-07-04,Atlanta,1.49
2020-07-05,Atlanta,2.6
2020-07-06,Atlanta,2.6
2020-07-07,Atlanta,4.09
2020-07-08,Atlanta,6.69
2020-07-09,Atlanta,6.69
2020-07-10,Atlanta,7.24
2020-07-11,Atlanta,7.99
2020-07-12,Atlanta,8.73
2020-07-13,Atlanta,9.47
2020-07-14,Atlanta,9.1
2020-07-15,Atlanta,8.36
2020-07-16,Atlanta,8.36
2020-07-17,Atlanta,7.43
2020-07-18,Atlanta,10.4
2020-07-19,Atlanta,10.77
2020-07-20,Atlanta,13.37
2020-07-21,Atlanta,17.46
2020-07-22,Atlanta,18.94
2020-07-23,Atlanta,19.31
2020-07-24,Atlanta,18.94
2020-07-25,Atlanta,16.34
2020-07-26,Atlanta,18.2
2020-07-27,Atlanta,15.6
2020-07-28,Atlanta,15.97
2020-07-29,Atlanta,17.09
2020-07-30,Atlanta,16.71
2020-07-31,Atlanta,16.71
2020-08-01,Atlanta,20.06
2020-08-02,Atlanta,16.34
2020-08-03,Atlanta,17.83
2020-08-04,Atlanta,17.09
2020-08-05,Atlanta,16.34
2020-08-06,Atlanta,16.34
2020-08-07,Atlanta,17.83
2020-08-08,Atlanta,19.31
2020-08-09,Atlanta,23.77
2020-08-10,Atlanta,25.63
2020-08-11,Atlanta,22.29
2020-08-12,Atlanta,24.89
2020-08-13,Atlanta,26.37
2020-08-14,Atlanta,25.63
2020-08-15,Atlanta,20.8
2020-08-16,Atlanta,16.34
2020-08-17,Atlanta,13.37
2020-08-18,Atlanta,15.23
2020-08-19,Atlanta,12.26
2020-08-20,Atlanta,11.14
2020-08-21,Atlanta,11.14
2020-08-22,Atlanta,15.23
2020-08-23,Atlanta,14.11
2020-08-24,Atlanta,15.6
2020-08-25,Atlanta,15.23
2020-08-26,Atlanta,15.97
2020-08-27,Atlanta,16.71
2020-08-28,Atlanta,17.83
2020-08-29,Atlanta,16.71
2020-08-30,Atlanta,19.31
2020-08-31,Atlanta,18.94
2020-09-01,Atlanta,17.46
2020-09-02,Atlanta,16.34
2020-09-03,Atlanta,17.46
2020-09-04,Atlanta,15.6
2020-09-05,Atlanta,13.74
2020-09-06,Atlanta,14.49
2020-09-07,Atlanta,15.23
2020-09-08,Atlanta,14.49
2020-09-09,Atlanta,13
2020-09-10,Atlanta,12.63
2020-09-11,Atlanta,12.63
2020-09-12,Atlanta,11.14
2020-09-13,Atlanta,8.17
2020-09-14,Atlanta,8.17
2020-09-15,Atlanta,8.91
2020-09-16,Atlanta,8.91
2020-09-17,Atlanta,7.06
2020-09-18,Atlanta,7.06
2020-09-19,Atlanta,7.43
2020-09-20,Atlanta,8.91
2020-09-21,Atlanta,7.8
2020-09-22,Atlanta,7.43
2020-09-23,Atlanta,7.06
2020-09-24,Atlanta,8.91
2020-09-25,Atlanta,9.66
2020-09-26,Atlanta,9.29
2020-09-27,Atlanta,7.8
2020-09-28,Atlanta,7.43
2020-09-29,Atlanta,7.8
2020-09-30,Atlanta,6.69
2020-10-01,Atlanta,4.83
2020-10-02,Atlanta,4.46
2020-10-03,Atlanta,4.83
2020-10-04,Atlanta,4.83
2020-10-05,Atlanta,4.46
2020-10-06,Atlanta,5.94
2020-10-07,Atlanta,6.69
2020-10-08,Atlanta,7.8
2020-10-09,Atlanta,7.8
2020-10-10,Atlanta,8.17
2020-10-11,Atlanta,9.29
2020-10-12,Atlanta,9.29
2020-10-13,Atlanta,8.91
2020-10-14,Atlanta,8.54
2020-10-15,Atlanta,9.29
2020-10-16,Atlanta,9.29
2020-10-17,Atlanta,8.17
2020-10-18,Atlanta,8.54
2020-10-19,Atlanta,8.54
2020-10-20,Atlanta,7.8
2020-10-21,Atlanta,8.17
2020-10-22,Atlanta,6.31
2020-10-23,Atlanta,7.06
2020-10-24,Atlanta,7.06
2020-10-25,Atlanta,5.57
2020-10-26,Atlanta,7.8
2020-10-27,Atlanta,7.06
2020-10-28,Atlanta,6.69
2020-10-29,Atlanta,6.69
2020-10-30,Atlanta,5.94
2020-10-31,Atlanta,14.3
2020-11-01,Atlanta,23.4
2020-11-02,Atlanta,20.43
2020-11-03,Atlanta,20.8
2020-11-04,Atlanta,21.17
2020-11-05,Atlanta,21.17
2020-11-06,Atlanta,22.66
2020-11-07,Atlanta,14.67
2020-11-08,Atlanta,8.54
2020-11-09,Atlanta,10.77
2020-11-10,Atlanta,10.03
2020-11-11,Atlanta,11.14
2020-11-12,Atlanta,11.14
2020-11-13,Atlanta,9.29
2020-11-14,Atlanta,8.91
2020-11-15,Atlanta,7.43
2020-11-16,Atlanta,4.83
2020-11-17,Atlanta,4.83
2020-11-18,Atlanta,3.71
2020-11-19,Atlanta,4.46
2020-11-20,Atlanta,4.83
2020-11-21,Atlanta,4.46
2020-11-22,Atlanta,4.83
2020-11-23,Atlanta,7.8
2020-11-24,Atlanta,8.17
2020-11-25,Atlanta,10.4
2020-11-26,Atlanta,11.51
2020-11-27,Atlanta,11.14
2020-11-28,Atlanta,12.26
2020-11-29,Atlanta,12.26
2020-11-30,Atlanta,14.49
2020-12-01,Atlanta,15.23
2020-12-02,Atlanta,17.83
2020-12-03,Atlanta,16.34
2020-12-04,Atlanta,17.46
2020-12-05,Atlanta,18.2
2020-12-06,Atlanta,17.46
2020-12-07,Atlanta,15.97
2020-12-08,Atlanta,17.83
2020-12-09,Atlanta,13.74
2020-12-10,Atlanta,13.37
2020-12-11,Atlanta,13.37
2020-12-12,Atlanta,12.63
2020-12-13,Atlanta,13.74
2020-12-14,Atlanta,12.63
2020-12-15,Atlanta,10.77
2020-12-16,Atlanta,10.03
2020-12-17,Atlanta,10.03
2020-12-18,Atlanta,9.29
2020-12-19,Atlanta,8.54
2020-12-20,Atlanta,9.66
2020-12-21,Atlanta,9.66
2020-12-22,Atlanta,10.77
2020-12-23,Atlanta,12.26
2020-12-24,Atlanta,12.63
2020-12-25,Atlanta,12.26
2020-12-26,Atlanta,14.49
2020-12-27,Atlanta,12.63
2020-12-28,Atlanta,13
2020-12-29,Atlanta,10.4
2020-12-30,Atlanta,8.17
2020-12-31,Atlanta,8.17
2021-01-01,Atlanta,9.66
2021-01-02,Atlanta,8.91
2021-01-03,Atlanta,10.4
2021-01-04,Atlanta,9.29
2021-01-05,Atlanta,11.89
2021-01-06,Atlanta,14.11
2021-01-07,Atlanta,13.74
2021-01-08,Atlanta,12.63
2021-01-09,Atlanta,15.97
2021-01-10,Atlanta,14.91
2021-01-11,Atlanta,15.18
2021-01-12,Atlanta,14.38
2020-01-02,Berlin,0
2020-01-03,Berlin,0
2020-01-04,Berlin,0
2020-01-05,Berlin,0
2020-01-06,Berlin,0
2020-01-07,Berlin,0
2020-01-08,Berlin,0
2020-01-09,Berlin,0
2020-01-10,Berlin,0
2020-01-11,Berlin,0
2020-01-12,Berlin,0
2020-01-14,Berlin,0
2020-01-18,Berlin,0
2020-01-22,Berlin,0
2020-01-23,Berlin,0
2020-01-28,Berlin,0
2020-01-29,Berlin,0
2020-01-30,Berlin,0
2020-01-31,Berlin,0
2020-02-03,Berlin,0
2020-02-04,Berlin,0
2020-02-06,Berlin,0
2020-02-07,Berlin,0
2020-02-11,Berlin,0
2020-02-12,Berlin,0
2020-02-15,Berlin,0
2020-02-17,Berlin,0
2020-02-18,Berlin,0
2020-02-20,Berlin,0
2020-02-23,Berlin,0
2020-02-24,Berlin,0
2020-02-25,Berlin,0
2020-02-26,Berlin,0
2020-02-27,Berlin,0
2020-02-28,Berlin,0
2020-02-29,Berlin,0
2020-03-01,Berlin,0
2020-03-02,Berlin,0
2020-03-03,Berlin,0
2020-03-04,Berlin,0
2020-03-05,Berlin,0
2020-03-06,Berlin,0
2020-03-07,Berlin,0
2020-03-08,Berlin,0
2020-03-09,Berlin,0
2020-03-10,Berlin,0
2020-03-11,Berlin,0
2020-03-12,Berlin,0
2020-03-13,Berlin,0
2020-03-14,Berlin,0
2020-03-15,Berlin,0.37
2020-03-16,Berlin,0.56
2020-03-17,Berlin,0.93
2020-03-18,Berlin,1.3
2020-03-19,Berlin,1.49
2020-03-20,Berlin,2.23
2020-03-21,Berlin,3.16
2020-03-22,Berlin,3.16
2020-03-23,Berlin,3.71
2020-03-24,Berlin,4.27
2020-03-25,Berlin,4.46
2020-03-26,Berlin,5.01
2020-03-27,Berlin,5.2
2020-03-28,Berlin,4.83
2020-03-29,Berlin,5.94
2020-03-30,Berlin,6.5
2020-03-31,Berlin,8.73
2020-04-01,Berlin,8.54
2020-04-02,Berlin,8.73
2020-04-03,Berlin,9.47
2020-04-04,Berlin,11.7
2020-04-05,Berlin,11.33
2020-04-06,Berlin,11.89
2020-04-07,Berlin,9.66
2020-04-08,Berlin,9.66
2020-04-09,Berlin,8.73
2020-04-10,Berlin,7.61
2020-04-11,Berlin,5.01
2020-04-12,Berlin,4.46
2020-04-13,Berlin,3.16
2020-04-14,Berlin,3.34
2020-04-15,Berlin,3.71
2020-04-16,Berlin,3.9
2020-04-17,Berlin,3.71
2020-04-18,Berlin,3.9
2020-04-19,Berlin,4.64
2020-04-20,Berlin,4.46
2020-04-21,Berlin,3.9
2020-04-22,Berlin,4.46
2020-04-23,Berlin,4.46
2020-04-24,Berlin,5.94
2020-04-25,Berlin,6.87
2020-04-26,Berlin,5.57
2020-04-27,Berlin,5.94
2020-04-28,Berlin,5.39
2020-04-29,Berlin,4.46
2020-04-30,Berlin,4.46
2020-05-01,Berlin,2.6
2020-05-02,Berlin,1.49
2020-05-03,Berlin,1.67
2020-05-04,Berlin,1.11
2020-05-05,Berlin,1.11
2020-05-06,Berlin,0.93
2020-05-07,Berlin,0.74
2020-05-08,Berlin,1.11
2020-05-09,Berlin,1.11
2020-05-10,Berlin,0.93
2020-05-11,Berlin,0.93
2020-05-12,Berlin,0.93
2020-05-13,Berlin,0.74
2020-05-14,Berlin,0.74
2020-05-15,Berlin,0.56
2020-05-16,Berlin,0.93
2020-05-17,Berlin,1.11
2020-05-18,Berlin,1.11
2020-05-19,Berlin,1.11
2020-05-20,Berlin,1.11
2020-05-21,Berlin,1.11
2020-05-22,Berlin,0.93
2020-05-23,Berlin,0.37
2020-05-24,Berlin,0.19
2020-05-25,Berlin,0
2020-05-26,Berlin,0
2020-05-27,Berlin,0
2020-05-28,Berlin,0
2020-05-29,Berlin,0
2020-05-30,Berlin,0.19
2020-05-31,Berlin,0.37
2020-06-01,Berlin,0.37
2020-06-02,Berlin,0.56
2020-06-03,Berlin,0.56
2020-06-04,Berlin,0.56
2020-06-05,Berlin,0.56
2020-06-06,Berlin,0.37
2020-06-07,Berlin,0.37
2020-06-08,Berlin,0.37
2020-06-09,Berlin,0.37
2020-06-10,Berlin,0.37
2020-06-11,Berlin,0.37
2020-06-12,Berlin,0.37
2020-06-13,Berlin,0.37
2020-06-14,Berlin,0.19
2020-06-15,Berlin,0.19
2020-06-16,Berlin,0.19
2020-06-17,Berlin,0.19
2020-06-18,Berlin,0.19
2020-06-19,Berlin,0.19
2020-06-20,Berlin,0.19
2020-06-21,Berlin,0.19
2020-06-22,Berlin,0.37
2020-06-23,Berlin,0.19
2020-06-24,Berlin,0.19
2020-06-25,Berlin,0.19
2020-06-26,Berlin,0.74
2020-06-27,Berlin,0.93
2020-06-28,Berlin,1.11
2020-06-29,Berlin,1.11
2020-06-30,Berlin,1.11
2020-07-01,Berlin,1.11
2020-07-02,Berlin,1.11
2020-07-03,Berlin,0.93
2020-07-04,Berlin,0.74
2020-07-05,Berlin,0.56
2020-07-06,Berlin,0.37
2020-07-07,Berlin,0.56
2020-07-08,Berlin,0.56
2020-07-09,Berlin,0.56
2020-07-10,Berlin,0.19
2020-07-11,Berlin,0.19
2020-07-12,Berlin,0.19
2020-07-13,Berlin,0.19
2020-07-14,Berlin,0
2020-07-15,Berlin,0
2020-07-16,Berlin,0
2020-07-17,Berlin,0
2020-07-18,Berlin,0
2020-07-19,Berlin,0
2020-07-20,Berlin,0
2020-07-21,Berlin,0
2020-07-22,Berlin,0
2020-07-23,Berlin,0
2020-07-24,Berlin,0
2020-07-25,Berlin,0
2020-07-26,Berlin,0
2020-07-27,Berlin,0
2020-07-28,Berlin,0
2020-07-29,Berlin,0
2020-07-30,Berlin,0
2020-07-31,Berlin,0
2020-08-01,Berlin,0
2020-08-02,Berlin,0
2020-08-03,Berlin,0
2020-08-04,Berlin,0
2020-08-05,Berlin,0
2020-08-06,Berlin,0
2020-08-07,Berlin,0
2020-08-08,Berlin,0
2020-08-09,Berlin,0
2020-08-10,Berlin,0
2020-08-11,Berlin,0
2020-08-12,Berlin,0
2020-08-13,Berlin,0
2020-08-14,Berlin,0.19
2020-08-15,Berlin,0.37
2020-08-16,Berlin,0.37
2020-08-17,Berlin,0.56
2020-08-18,Berlin,0.56
2020-08-19,Berlin,0.56
2020-08-20,Berlin,0.56
2020-08-21,Berlin,0.37
2020-08-22,Berlin,0.19
2020-08-23,Berlin,0.19
2020-08-24,Berlin,0
2020-08-25,Berlin,0
2020-08-26,Berlin,0
2020-08-27,Berlin,0
2020-08-28,Berlin,0
2020-08-29,Berlin,0
2020-08-30,Berlin,0.19
2020-08-31,Berlin,0.19
2020-09-01,Berlin,0.19
2020-09-02,Berlin,0.19
2020-09-03,Berlin,0.19
2020-09-04,Berlin,0.19
2020-09-05,Berlin,0.19
2020-09-06,Berlin,0
2020-09-07,Berlin,0
2020-09-08,Berlin,0
2020-09-09,Berlin,0
2020-09-10,Berlin,0
2020-09-11,Berlin,0
2020-09-12,Berlin,0
2020-09-13,Berlin,0
2020-09-14,Berlin,0
2020-09-15,Berlin,0
2020-09-16,Berlin,0
2020-09-17,Berlin,0
2020-09-18,Berlin,0.19
2020-09-19,Berlin,0.37
2020-09-20,Berlin,0.37
2020-09-21,Berlin,0.37
2020-09-22,Berlin,0.56
2020-09-23,Berlin,0.56
2020-09-24,Berlin,0.56
2020-09-25,Berlin,0.93
2020-09-26,Berlin,1.11
2020-09-27,Berlin,1.3
2020-09-28,Berlin,1.3
2020-09-29,Berlin,1.3
2020-09-30,Berlin,1.3
2020-10-01,Berlin,1.3
2020-10-02,Berlin,0.93
2020-10-03,Berlin,0.74
2020-10-04,Berlin,0.56
2020-10-05,Berlin,0.74
2020-10-06,Berlin,0.74
2020-10-07,Berlin,0.93
2020-10-08,Berlin,1.3
2020-10-09,Berlin,1.3
2020-10-10,Berlin,1.3
2020-10-11,Berlin,1.49
2020-10-12,Berlin,1.49
2020-10-13,Berlin,2.04
2020-10-14,Berlin,1.86
2020-10-15,Berlin,1.49
2020-10-16,Berlin,2.6
2020-10-17,Berlin,3.9
2020-10-18,Berlin,4.64
2020-10-19,Berlin,5.76
2020-10-20,Berlin,6.31
2020-10-21,Berlin,6.5
2020-10-22,Berlin,7.06
2020-10-23,Berlin,7.24
2020-10-24,Berlin,7.8
2020-10-25,Berlin,9.29
2020-10-26,Berlin,10.21
2020-10-27,Berlin,10.77
2020-10-28,Berlin,11.51
2020-10-29,Berlin,12.07
2020-10-30,Berlin,13.74
2020-10-31,Berlin,14.86
2020-11-01,Berlin,15.04
2020-11-02,Berlin,15.97
2020-11-03,Berlin,15.41
2020-11-04,Berlin,15.41
2020-11-05,Berlin,14.67
2020-11-06,Berlin,15.79
2020-11-07,Berlin,15.41
2020-11-08,Berlin,16.34
2020-11-09,Berlin,16.16
2020-11-10,Berlin,18.01
2020-11-11,Berlin,18.76
2020-11-12,Berlin,19.69
2020-11-13,Berlin,20.24
2020-11-14,Berlin,20.61
2020-11-15,Berlin,18.76
2020-11-16,Berlin,19.13
2020-11-17,Berlin,19.87
2020-11-18,Berlin,18.94
2020-11-19,Berlin,19.5
2020-11-20,Berlin,21.17
2020-11-21,Berlin,23.59
2020-11-22,Berlin,26.93
2020-11-23,Berlin,29.16
2020-11-24,Berlin,30.27
2020-11-25,Berlin,31.57
2020-11-26,Berlin,31.2
2020-11-27,Berlin,28.6
2020-11-28,Berlin,29.16
2020-11-29,Berlin,29.53
2020-11-30,Berlin,30.83
2020-12-01,Berlin,31.94
2020-12-02,Berlin,31.76
2020-12-03,Berlin,31.2
2020-12-04,Berlin,31.76
2020-12-05,Berlin,28.97
2020-12-06,Berlin,27.86
2020-12-07,Berlin,25.81
2020-12-08,Berlin,25.07
2020-12-09,Berlin,26.74
2020-12-10,Berlin,27.3
2020-12-11,Berlin,27.67
2020-12-12,Berlin,29.34
2020-12-13,Berlin,29.34
2020-12-14,Berlin,31.57
2020-12-15,Berlin,34.36
2020-12-16,Berlin,32.69
2020-12-17,Berlin,33.06
2020-12-18,Berlin,34.17
2020-12-19,Berlin,34.54
2020-12-20,Berlin,38.26
2020-12-21,Berlin,33.61
2020-12-22,Berlin,26.37
2020-12-23,Berlin,28.97
2020-12-24,Berlin,28.97
2020-12-25,Berlin,30.64
2020-12-26,Berlin,29.53
2020-12-27,Berlin,24.7
2020-12-28,Berlin,22.84
2020-12-29,Berlin,22.1
2020-12-30,Berlin,19.13
2020-12-31,Berlin,19.13
2021-01-01,Berlin,14.67
2021-01-02,Berlin,12.44
2021-01-03,Berlin,11.33
2021-01-04,Berlin,13.19
2021-01-05,Berlin,13.74
2021-01-06,Berlin,12.81
2021-01-07,Berlin,11.14
2021-01-08,Berlin,8.73
2021-01-09,Berlin,6.69
2021-01-10,Berlin,5.6
2021-01-11,Berlin,3.98
2021-01-12,Berlin,3.81
2020-03-01,Birmingham,0
2020-03-02,Birmingham,0
2020-03-03,Birmingham,0
2020-03-04,Birmingham,0
2020-03-05,Birmingham,0
2020-03-06,Birmingham,0
2020-03-07,Birmingham,0
2020-03-08,Birmingham,0
2020-03-09,Birmingham,0.19
2020-03-10,Birmingham,0.19
2020-03-11,Birmingham,0.37
2020-03-12,Birmingham,0.37
2020-03-13,Birmingham,0.56
2020-03-14,Birmingham,0.93
2020-03-15,Birmingham,1.67
2020-03-16,Birmingham,2.04
2020-03-17,Birmingham,2.6
2020-03-18,Birmingham,2.97
2020-03-19,Birmingham,4.83
2020-03-20,Birmingham,6.13
2020-03-21,Birmingham,6.5
2020-03-22,Birmingham,7.99
2020-03-23,Birmingham,9.66
2020-03-24,Birmingham,12.26
2020-03-25,Birmingham,15.23
2020-03-26,Birmingham,17.46
2020-03-27,Birmingham,20.43
2020-03-28,Birmingham,24.33
2020-03-29,Birmingham,26.93
2020-03-30,Birmingham,29.9
2020-03-31,Birmingham,29.9
2020-04-01,Birmingham,33.24
2020-04-02,Birmingham,34.36
2020-04-03,Birmingham,35.84
2020-04-04,Birmingham,34.73
2020-04-05,Birmingham,36.59
2020-04-06,Birmingham,36.96
2020-04-07,Birmingham,38.81
2020-04-08,Birmingham,36.77
2020-04-09,Birmingham,36.21
2020-04-10,Birmingham,33.24
2020-04-11,Birmingham,33.8
2020-04-12,Birmingham,31.76
2020-04-13,Birmingham,28.97
2020-04-14,Birmingham,28.6
2020-04-15,Birmingham,26.74
2020-04-16,Birmingham,25.81
2020-04-17,Birmingham,25.81
2020-04-18,Birmingham,25.07
2020-04-19,Birmingham,23.03
2020-04-20,Birmingham,23.21
2020-04-21,Birmingham,20.61
2020-04-22,Birmingham,19.69
2020-04-23,Birmingham,18.94
2020-04-24,Birmingham,18.94
2020-04-25,Birmingham,16.9
2020-04-26,Birmingham,16.34
2020-04-27,Birmingham,14.67
2020-04-28,Birmingham,14.67
2020-04-29,Birmingham,13.37
2020-04-30,Birmingham,11.89
2020-05-01,Birmingham,11.14
2020-05-02,Birmingham,11.33
2020-05-03,Birmingham,9.84
2020-05-04,Birmingham,9.47
2020-05-05,Birmingham,8.17
2020-05-06,Birmingham,8.17
2020-05-07,Birmingham,7.61
2020-05-08,Birmingham,5.94
2020-05-09,Birmingham,5.2
2020-05-10,Birmingham,6.13
2020-05-11,Birmingham,5.94
2020-05-12,Birmingham,6.69
2020-05-13,Birmingham,6.5
2020-05-14,Birmingham,5.94
2020-05-15,Birmingham,6.31
2020-05-16,Birmingham,5.94
2020-05-17,Birmingham,5.39
2020-05-18,Birmingham,6.31
2020-05-19,Birmingham,5.39
2020-05-20,Birmingham,5.2
2020-05-21,Birmingham,5.2
2020-05-22,Birmingham,4.46
2020-05-23,Birmingham,4.46
2020-05-24,Birmingham,3.9
2020-05-25,Birmingham,2.23
2020-05-26,Birmingham,2.23
2020-05-27,Birmingham,1.86
2020-05-28,Birmingham,1.86
2020-05-29,Birmingham,1.86
2020-05-30,Birmingham,2.04
2020-05-31,Birmingham,1.86
2020-06-01,Birmingham,1.86
2020-06-02,Birmingham,1.49
2020-06-03,Birmingham,1.67
2020-06-04,Birmingham,1.49
2020-06-05,Birmingham,1.49
2020-06-06,Birmingham,1.11
2020-06-07,Birmingham,1.3
2020-06-08,Birmingham,1.67
2020-06-09,Birmingham,1.67
2020-06-10,Birmingham,1.49
2020-06-11,Birmingham,1.3
2020-06-12,Birmingham,1.11
2020-06-13,Birmingham,0.93
2020-06-14,Birmingham,0.74
2020-06-15,Birmingham,0.74
2020-06-16,Birmingham,0.74
2020-06-17,Birmingham,0.93
2020-06-18,Birmingham,0.93
2020-06-19,Birmingham,0.93
2020-06-20,Birmingham,1.11
2020-06-21,Birmingham,0.93
2020-06-22,Birmingham,0.56
2020-06-23,Birmingham,0.56
2020-06-24,Birmingham,0.56
2020-06-25,Birmingham,0.74
2020-06-26,Birmingham,0.74
2020-06-27,Birmingham,0.56
2020-06-28,Birmingham,0.74
2020-06-29,Birmingham,0.93
2020-06-30,Birmingham,0.74
2020-07-01,Birmingham,0.74
2020-07-02,Birmingham,0.56
2020-07-03,Birmingham,0.56
2020-07-04,Birmingham,0.74
2020-07-05,Birmingham,0.56
2020-07-06,Birmingham,0.56
2020-07-07,Birmingham,0.56
2020-07-08,Birmingham,0.37
2020-07-09,Birmingham,0.37
2020-07-10,Birmingham,0.37
2020-07-11,Birmingham,0.19
2020-07-12,Birmingham,0.19
2020-07-13,Birmingham,0
2020-07-14,Birmingham,0.19
2020-07-15,Birmingham,0.19
2020-07-16,Birmingham,0.19
2020-07-17,Birmingham,0.37
2020-07-18,Birmingham,0.37
2020-07-19,Birmingham,0.56
2020-07-20,Birmingham,0.74
2020-07-21,Birmingham,0.56
2020-07-22,Birmingham,0.93
2020-07-23,Birmingham,0.93
2020-07-24,Birmingham,0.74
2020-07-25,Birmingham,0.74
2020-07-26,Birmingham,0.56
2020-07-27,Birmingham,0.37
2020-07-28,Birmingham,0.56
2020-07-29,Birmingham,0.19
